employee_id,name,department_id,role,work_mode,hours_per_week,productivity_score,years_of_experience
E1174,Elizabeth Miles,3,Executive,Hybrid,39.1,8.47,2.4
E1175,Michelle Walls,2,Executive,Hybrid,36.8,4.75,2.6
E1176,Christina Weber,1,Intern,Hybrid,52.9,4.67,0.4
E1177,Gregory Chambers,4,Intern,Remote,35.9,4.2,13.2
E1178,Miss Tina Gordon,5,Manager,Onsite,33.6,5.52,1.3
E1179,Erica Wilson,6,Manager,Remote,53.5,9.52,4.1
E1180,John Duncan,2,Executive,Hybrid,40.5,4.54,16.9
E1181,Jennifer Adkins,3,Lead,Onsite,40.6,9.13,15.6
E1182,Donna Boone,5,Executive,Hybrid,47.1,4.59,11.6
E1183,Kelly Johnson,1,Lead,Remote,51.5,9.79,3.4
E1184,Michael Gonzalez,5,Manager,Hybrid,33.0,5.28,10.1
E1185,Candace Mitchell,6,Intern,Onsite,50.9,5.11,13.5
E1186,Ryan Vaughn,1,Executive,Onsite,59.4,6.54,10.3
E1187,Paul Johnson,4,Manager,Onsite,33.7,4.66,2.7
E1188,Ashley Parrish,3,Analyst,Hybrid,51.7,4.49,9.9
E1189,Sharon Newton,4,Analyst,Onsite,48.0,5.87,19.5
E1190,Cynthia Mueller,4,Executive,Hybrid,42.2,9.91,8.6
E1191,Donna Beck,1,Intern,Hybrid,41.0,4.08,13.5
E1192,Jasmine Frye,6,Manager,Onsite,43.1,7.95,1.7
E1193,Emily Arnold,2,Intern,Onsite,50.9,9.87,14.8
E1194,David Oliver,2,Manager,Onsite,59.3,6.03,11.9
E1195,Sheila Greer,4,Manager,Remote,55.1,8.35,5.6
E1196,Michele Holland,6,Lead,Hybrid,38.2,8.74,12.9
E1197,Kimberly Morrison,4,Analyst,Onsite,50.0,9.7,19.8
E1198,Tracey Phillips,5,Analyst,Remote,53.0,4.65,5.0
E1199,Michael Lopez,4,Executive,Hybrid,58.3,4.18,14.8
E1200,Jose Bennett,1,Intern,Hybrid,30.8,5.07,12.1
E1201,Justin Anderson,3,Executive,Onsite,48.7,4.58,1.5
E1202,Dawn Rivera,5,Intern,Onsite,36.1,7.97,9.8
E1203,Brittney Hernandez,3,Lead,Onsite,54.3,7.24,0.4
E1204,Anthony Randolph,1,Intern,Remote,41.5,5.89,7.5
E1205,Mary Henry,4,Manager,Remote,35.3,7.96,15.6
E1206,Heather Bowers,6,Executive,Onsite,42.9,5.87,7.8
E1207,Daniel White,1,Lead,Hybrid,44.7,7.32,10.8
E1208,Jonathan Perry,4,Intern,Hybrid,55.6,7.04,7.8
E1209,Anna Walker,4,Lead,Onsite,48.5,6.12,19.6
E1210,Gary Ward,3,Manager,Remote,47.7,4.77,7.3
E1211,Paul Moreno,6,Lead,Remote,53.0,7.75,7.6
E1212,Samantha Zavala MD,4,Analyst,Onsite,42.4,4.34,4.9
E1213,Jill Conway,2,Analyst,Hybrid,32.5,8.13,17.4
E1214,Lisa Haley,1,Analyst,Remote,30.6,5.96,9.2
E1215,Erica Moon,4,Lead,Hybrid,57.0,5.6,13.9
E1216,Janice Fernandez,5,Manager,Onsite,41.3,6.34,11.5
E1217,Thomas Short,4,Manager,Hybrid,50.3,6.02,10.1
E1218,Robert Griffin,6,Analyst,Remote,48.4,6.18,8.7
E1219,Steven Lee,4,Manager,Hybrid,36.4,5.59,5.9
E1220,Tiffany Jackson,5,Intern,Remote,48.7,9.75,14.4
E1221,Kimberly Smith,5,Manager,Hybrid,40.1,4.4,16.0
E1222,Michael Ayala,4,Intern,Remote,40.4,4.46,16.5
E1223,Jessica Garcia,5,Analyst,Onsite,49.9,5.88,8.3
E1224,Michele Cherry,3,Lead,Hybrid,43.6,8.58,3.6
E1225,Maria Case,1,Lead,Remote,47.3,5.28,19.2
E1226,Brittany Stevens,6,Intern,Onsite,58.1,7.2,12.3
E1227,Brandon Brown,4,Lead,Hybrid,48.8,7.13,7.3
E1228,Kristin Andrews,2,Executive,Remote,52.4,8.59,16.9
E1229,David Hughes,4,Analyst,Remote,49.0,9.08,5.3
E1230,Jessica Smith,3,Executive,Onsite,50.6,5.42,4.8
E1231,Kimberly May,2,Executive,Remote,37.4,8.96,9.3
E1232,Nicole Richards,5,Intern,Onsite,49.4,4.22,3.2
E1233,Angel Reilly,2,Manager,Onsite,53.7,5.67,11.0
E1234,Richard Turner,6,Manager,Hybrid,44.6,4.12,17.2
E1235,Preston Kim,1,Analyst,Hybrid,38.9,4.38,19.1
E1236,Matthew Wells,3,Manager,Onsite,58.3,8.35,2.8
E1237,Brandy Myers,1,Lead,Hybrid,45.0,4.72,13.3
E1238,Kimberly Choi,5,Lead,Onsite,44.9,4.54,12.0
E1239,Michael Sloan,3,Analyst,Hybrid,52.1,8.84,14.9
E1240,Monica Brooks,4,Executive,Remote,33.2,5.28,5.5
E1241,Kristen Peters,4,Analyst,Hybrid,31.7,7.2,14.0
E1242,Aaron Carlson,1,Analyst,Hybrid,42.7,8.1,19.3
E1243,Theresa Torres,2,Analyst,Onsite,51.5,8.93,0.4
E1244,Stephanie Cooper,5,Manager,Hybrid,49.9,9.65,13.8
E1245,Matthew Hunt,6,Executive,Onsite,46.6,5.86,19.2
E1246,Daniel Davenport,3,Manager,Hybrid,56.0,9.15,7.8
E1247,Christopher Marsh,4,Analyst,Onsite,32.7,8.94,4.7
E1248,Sarah Randolph,2,Executive,Onsite,48.9,9.28,15.3
E1249,Julia Dunn MD,4,Manager,Onsite,56.0,8.94,18.8
E1250,Brett Swanson,4,Intern,Onsite,51.5,9.26,16.4
E1251,Mr. Carl Rios,2,Analyst,Hybrid,32.0,6.53,14.6
E1252,Manuel Mccullough,5,Analyst,Onsite,50.9,8.57,12.8
E1253,Jerry Jensen,2,Intern,Hybrid,34.1,6.4,12.6
E1254,Kevin Cunningham,3,Lead,Remote,33.3,5.5,14.3
E1255,Eugene Patterson,6,Executive,Hybrid,50.6,8.76,6.4
E1256,David Walker,4,Executive,Onsite,35.2,7.56,6.6
E1257,Jessica Larsen,3,Executive,Remote,42.4,5.09,17.5
E1258,Nicholas Humphrey,5,Executive,Remote,58.4,9.54,12.9
E1259,Ian Torres,6,Executive,Remote,59.2,5.19,14.0
E1260,Casey Obrien,2,Manager,Onsite,48.5,7.6,3.0
E1261,Shannon Taylor,3,Executive,Hybrid,33.5,8.31,8.7
E1262,Deborah Mercado,4,Intern,Remote,36.7,5.22,18.9
E1263,Bernard Smith,3,Analyst,Hybrid,44.8,4.78,17.1
E1264,Amanda Perkins,5,Executive,Onsite,51.8,5.14,3.6
E1265,Kevin Escobar,2,Manager,Onsite,59.3,5.41,9.0
E1266,Kimberly Lutz,2,Analyst,Hybrid,50.5,6.75,0.2
E1267,Reginald Diaz,2,Analyst,Hybrid,41.9,5.27,7.7
E1268,Raymond Quinn,4,Lead,Onsite,32.2,7.34,1.0
E1269,John Dixon,2,Intern,Onsite,59.9,9.64,19.3
E1270,Jonathan Bates,5,Manager,Remote,37.6,7.72,6.1
E1271,Renee Mendez,4,Analyst,Remote,59.0,7.36,11.6
E1272,Jose Griffin,3,Executive,Hybrid,44.8,6.04,9.4
E1273,Travis Hopkins,1,Analyst,Hybrid,45.9,4.85,2.3
E1274,Nancy Webb,1,Executive,Onsite,56.2,9.01,15.0
E1275,Daniel Freeman,4,Analyst,Onsite,48.4,8.57,5.3
E1276,Jacob Williams,3,Intern,Remote,39.5,9.97,15.3
E1277,Terry Ward,2,Lead,Hybrid,49.1,6.64,3.8
E1278,Jesse Williams,1,Executive,Remote,31.1,5.56,14.1
E1279,Mrs. Michele Boyd,4,Manager,Onsite,31.2,6.14,14.2
E1280,Sandy Baker,4,Intern,Onsite,33.4,8.32,3.0
E1281,Carrie Valdez,3,Manager,Remote,56.0,5.08,3.4
E1282,Matthew Houston,5,Analyst,Hybrid,56.7,7.51,11.7
E1283,Jamie Solomon,1,Lead,Hybrid,35.4,9.52,4.9
E1284,Heather Parrish,4,Manager,Onsite,30.8,8.09,13.6
E1285,Mr. Larry Shaw,4,Analyst,Hybrid,57.9,4.64,6.5
E1286,Christopher Jones,1,Manager,Onsite,54.9,7.96,9.1
E1287,Christine Lopez,3,Lead,Hybrid,30.2,9.82,13.1
E1288,Mitchell Wilson,4,Analyst,Hybrid,60.0,9.44,15.9
E1289,Robert Cortez,2,Executive,Remote,54.0,5.7,16.0
E1290,Mr. Daniel Martin,6,Manager,Hybrid,58.6,6.29,8.0
E1291,Alison Williams,2,Executive,Onsite,32.7,9.11,3.3
E1292,Candace Soto,4,Analyst,Hybrid,52.6,7.92,2.4
E1293,Kenneth Brown,4,Intern,Hybrid,54.2,5.86,13.7
E1294,Christopher Mullen,2,Analyst,Hybrid,32.9,6.2,4.0
E1295,Kristy Smith,4,Intern,Onsite,38.1,7.6,1.8
E1296,Mary Campbell,4,Analyst,Hybrid,35.6,7.78,1.9
E1297,Jerry Haney,5,Analyst,Onsite,50.3,7.89,14.3
E1298,Carolyn Greer,4,Lead,Hybrid,49.4,4.5,9.4
E1299,Rebecca Hoover,1,Intern,Onsite,34.5,4.77,18.1
E1300,Matthew Baker,2,Lead,Onsite,38.9,4.29,1.5
E1301,Grace Chavez,1,Lead,Remote,45.3,6.48,9.3
E1302,Crystal Cruz,6,Lead,Onsite,40.7,7.51,15.4
E1303,Dale Heath,1,Manager,Hybrid,49.8,5.08,3.6
E1304,Jennifer Hernandez,4,Manager,Remote,42.5,8.23,6.3
E1305,John Mendez,6,Intern,Hybrid,43.5,8.85,6.8
E1306,Richard Gordon,2,Executive,Remote,32.3,9.89,5.2
E1307,John Anderson,6,Manager,Onsite,46.0,4.04,2.3
E1308,Samantha Prince,2,Intern,Onsite,50.8,9.21,19.3
E1309,Marie Boyd,5,Intern,Onsite,48.6,9.84,7.2
E1310,Andrew Moreno,6,Intern,Onsite,32.6,4.81,3.8
E1311,Robert Clarke,1,Executive,Remote,36.3,7.89,13.0
E1312,Kevin Figueroa,4,Lead,Remote,32.6,8.62,3.0
E1313,Melissa Davis,4,Manager,Remote,35.0,4.91,14.1
E1314,John Hall,4,Intern,Remote,55.8,7.51,4.0
E1315,Diane Mcdowell,5,Intern,Remote,40.0,4.62,17.0
E1316,Colin Fletcher,4,Intern,Onsite,52.1,7.58,11.1
E1317,Laura Wilson,3,Manager,Onsite,42.0,7.08,14.5
E1318,Matthew Watts,6,Intern,Remote,51.4,7.17,8.4
E1319,Jack Moore,3,Lead,Remote,38.0,7.89,17.8
E1320,Dawn Wyatt,1,Intern,Hybrid,58.2,6.08,14.0
E1321,Jacob Hill,1,Executive,Onsite,51.8,6.82,8.8
E1322,Nicole Gutierrez,5,Executive,Hybrid,57.3,6.03,12.0
E1323,Karen Wood,6,Intern,Remote,56.5,8.34,7.8
E1324,Dawn Parker,4,Analyst,Onsite,54.0,9.07,12.4
E1325,Michael Fitzgerald,3,Manager,Hybrid,44.5,5.04,3.1
E1326,Mary Adkins,4,Manager,Onsite,58.3,6.96,4.7
E1327,Michael Martin,5,Manager,Remote,40.8,5.56,13.5
E1328,James Morgan,2,Lead,Remote,54.2,6.03,2.3
E1329,Melissa Mann,2,Manager,Hybrid,36.7,5.55,6.8
E1330,Vincent Smith,3,Manager,Hybrid,38.0,4.91,13.8
E1331,Charles Frost,5,Lead,Hybrid,33.1,4.3,18.9
E1332,Austin Walker,4,Manager,Remote,53.4,7.66,17.2
E1333,Andrew Cruz,1,Lead,Remote,45.2,5.0,2.4
E1334,Miss Kelly Dawson,2,Analyst,Remote,51.9,8.25,15.2
E1335,Theresa Wilkins,4,Manager,Remote,49.4,6.01,2.8
E1336,Jessica Harris,2,Intern,Onsite,53.1,4.04,16.7
E1337,Regina Mitchell,4,Analyst,Onsite,45.2,4.51,7.4
E1338,Kyle Black,4,Analyst,Hybrid,49.9,4.91,15.1
E1339,Christopher Johnson,4,Executive,Remote,54.1,6.48,8.2
E1340,Aaron Moore,4,Lead,Hybrid,40.9,4.18,2.9
E1341,Penny Gomez MD,1,Lead,Remote,32.5,5.89,19.6
E1342,Kelly Mclaughlin,2,Intern,Remote,41.8,4.22,18.5
E1343,Brandon Mitchell,2,Lead,Remote,59.3,9.88,16.0
E1344,Suzanne Bailey,5,Analyst,Onsite,42.1,8.09,11.1
E1345,Destiny Obrien,3,Analyst,Onsite,30.2,5.68,10.6
E1346,Timothy Andrews,2,Intern,Onsite,49.3,9.33,12.5
E1347,Jason Rodriguez,5,Intern,Hybrid,40.4,8.87,13.0
E1348,Edward Arroyo,2,Analyst,Remote,31.1,6.01,14.5
E1349,Tina Walter,6,Executive,Hybrid,59.8,5.7,1.9
E1350,Laura Benson,5,Analyst,Hybrid,40.2,7.81,0.5
E1351,Kristine Carrillo,5,Lead,Onsite,37.2,8.64,14.5
E1352,Tonya Ellis,5,Manager,Hybrid,31.8,6.24,12.5
E1353,Kevin Johnson,3,Manager,Remote,52.7,9.65,9.0
E1354,Austin Schultz,5,Manager,Onsite,40.2,5.42,14.9
E1355,Megan Hall MD,5,Lead,Hybrid,56.8,7.77,10.7
E1356,Kelli Smith,5,Executive,Onsite,39.0,8.0,16.3
E1357,Danielle Davis,5,Executive,Hybrid,41.3,8.43,2.1
E1358,Samantha Jones,5,Lead,Remote,54.7,6.17,2.0
E1359,Karen Gomez,6,Intern,Onsite,32.5,4.37,17.8
E1360,Debra Valentine,4,Executive,Onsite,32.3,8.06,8.1
E1361,Susan Porter,5,Lead,Onsite,56.2,7.51,12.7
E1362,Nicolas Salas,4,Intern,Hybrid,59.2,8.94,2.9
E1363,Dale Wright,2,Intern,Hybrid,43.7,9.81,10.3
E1364,Brittney Rodriguez,5,Manager,Hybrid,36.4,6.84,14.9
E1365,Megan Alvarado,5,Analyst,Remote,48.0,6.45,2.4
E1366,Pamela Weaver,5,Analyst,Remote,45.7,4.71,6.1
E1367,John Oliver,3,Analyst,Onsite,44.6,8.75,2.8
E1368,William Prince PhD,5,Intern,Remote,58.1,5.83,5.7
E1369,William Moon IV,2,Intern,Remote,33.7,6.09,17.4
E1370,Kenneth Brown,4,Intern,Hybrid,39.3,6.71,6.8
E1371,Karen Fernandez,4,Intern,Hybrid,55.0,4.8,2.8
E1372,Jennifer Parks,6,Intern,Onsite,50.0,4.89,14.6
E1373,William Wolfe,1,Lead,Hybrid,48.7,6.32,18.0
E1374,Michael Smith,3,Lead,Remote,58.7,9.34,14.7
E1375,Kevin Nguyen,6,Manager,Remote,51.2,7.43,15.9
E1376,Debbie Dunn,6,Analyst,Hybrid,49.4,7.86,1.7
E1377,John Austin,5,Lead,Hybrid,52.7,9.74,10.4
E1378,Jonathan Clark,4,Lead,Remote,33.6,9.62,3.6
E1379,Jacqueline Dickerson,1,Analyst,Remote,37.4,8.23,17.8
E1380,Christopher Anderson,4,Manager,Hybrid,48.2,6.41,0.9
E1381,Crystal Garcia,1,Analyst,Onsite,35.4,4.14,10.6
E1382,David Reynolds,4,Analyst,Remote,33.4,4.6,3.4
E1383,Charles Haley,2,Executive,Onsite,53.0,4.93,19.0
E1384,Robert Thompson,6,Executive,Remote,48.4,5.95,0.5
E1385,Dr. Samuel Holmes DDS,1,Analyst,Onsite,33.0,4.85,17.9
E1386,Elizabeth Hart,3,Intern,Remote,31.6,5.44,11.9
E1387,Jennifer Vaughn,2,Intern,Hybrid,52.6,6.31,2.3
E1388,Robert Woods,1,Analyst,Onsite,46.6,4.39,0.6
E1389,Joanna Cook,6,Executive,Remote,38.1,9.78,13.5
E1390,Justin Frederick,2,Lead,Hybrid,53.6,5.83,8.1
E1391,Alejandro Martinez,1,Lead,Remote,53.5,4.85,10.8
E1392,Tracey Gonzalez,2,Executive,Hybrid,58.6,9.77,11.1
E1393,Mariah Thompson,1,Manager,Onsite,58.8,7.72,13.1
E1394,Heather Nunez,2,Manager,Remote,58.0,6.89,12.0
E1395,Dr. Steve James,6,Intern,Onsite,55.3,5.28,16.8
E1396,Mark Thomas,3,Manager,Remote,52.2,7.38,6.0
E1397,Robert Rogers,4,Manager,Remote,51.8,9.99,17.6
E1398,Laura Sweeney,2,Lead,Hybrid,58.7,5.91,13.6
E1399,Christopher Perez,3,Analyst,Hybrid,43.6,5.48,19.7
E1400,Eddie Adams,3,Executive,Onsite,58.8,5.97,18.3
E1401,Denise Wallace,2,Manager,Hybrid,44.3,9.41,13.5
E1402,Heidi Matthews,4,Lead,Hybrid,51.1,8.57,10.8
E1403,Jennifer White,6,Manager,Hybrid,30.9,8.99,13.4
E1404,Nicholas Stanley,6,Manager,Onsite,59.2,6.26,12.0
E1405,Mercedes Miller,4,Executive,Hybrid,59.5,4.75,7.4
E1406,Brian Brown,2,Intern,Remote,36.6,4.12,5.6
E1407,Kimberly Johnson,6,Analyst,Remote,32.7,7.68,6.1
E1408,Phillip Miller,6,Executive,Remote,59.4,9.8,0.7
E1409,Christopher Pena,4,Lead,Remote,30.2,9.91,12.8
E1410,Ellen Wright,1,Analyst,Hybrid,45.0,5.02,3.9
E1411,Mark Anderson,6,Lead,Hybrid,50.5,7.39,1.3
E1412,Alyssa Alvarado,2,Manager,Remote,37.8,7.42,4.6
E1413,Erika Alvarez,5,Analyst,Remote,55.4,4.14,19.4
E1414,Kimberly Nelson,6,Lead,Hybrid,37.6,7.36,9.1
E1415,Wayne Wolfe,4,Manager,Onsite,43.0,9.97,5.5
E1416,Kyle Welch,6,Lead,Onsite,44.9,7.1,0.9
E1417,Kristy Mills,6,Executive,Remote,38.3,6.52,9.0
E1418,Emily Reed,1,Intern,Remote,40.0,9.28,16.2
E1419,Regina Ramos,6,Executive,Hybrid,42.7,4.45,5.0
E1420,David Torres,2,Analyst,Onsite,31.9,7.75,0.6
E1421,Robert Charles,4,Manager,Hybrid,53.9,9.61,16.8
E1422,John Smith,2,Manager,Onsite,37.2,6.04,1.1
E1423,Theresa Woods,3,Lead,Remote,58.3,8.65,12.4
E1424,Jeffrey Carter,1,Intern,Hybrid,33.7,9.85,18.3
E1425,Adam Brooks,4,Analyst,Hybrid,32.0,4.77,18.4
E1426,Justin Foster,4,Manager,Onsite,48.3,6.59,2.0
E1427,Omar Price,1,Lead,Remote,38.8,6.29,1.9
E1428,Dennis Henderson,4,Executive,Hybrid,53.6,7.74,9.1
E1429,Phillip Kent,4,Intern,Hybrid,48.6,6.04,18.8
E1430,Melinda Mitchell,1,Intern,Hybrid,39.8,5.15,2.1
E1431,Rhonda Gutierrez,5,Manager,Hybrid,53.7,5.16,11.5
E1432,Catherine Roberts,6,Lead,Onsite,40.7,6.89,12.4
E1433,Lisa Nelson,2,Executive,Remote,53.9,4.36,6.2
E1434,Chelsea Smith,4,Lead,Hybrid,52.6,5.87,17.7
E1435,Joseph Lopez,2,Executive,Onsite,39.3,6.06,7.4
E1436,Derrick Espinoza,1,Lead,Hybrid,49.7,4.87,4.7
E1437,Crystal Hernandez,5,Manager,Onsite,40.3,9.86,12.8
E1438,Glenn Collins DDS,2,Manager,Onsite,35.7,6.85,13.8
E1439,Mrs. Raven Rivera DVM,4,Lead,Hybrid,39.9,7.47,19.3
E1440,Amy Rowe,5,Analyst,Onsite,39.9,4.63,17.5
E1441,John Lee,1,Intern,Remote,57.6,7.83,13.9
E1442,Ruth Clayton,4,Lead,Remote,37.2,8.41,19.1
E1443,Randy Wright,3,Intern,Remote,42.0,8.96,0.1
E1444,Jessica Rojas,1,Manager,Onsite,30.9,4.69,5.8
E1445,Joel Wise,2,Lead,Onsite,31.3,4.18,4.0
E1446,Vickie Kennedy,2,Executive,Onsite,51.6,6.04,11.1
E1447,Emily Morris,2,Executive,Remote,35.3,5.57,2.0
E1448,Amanda Pineda,6,Executive,Onsite,49.6,9.31,6.8
E1449,Dawn Little,2,Analyst,Onsite,37.2,8.86,13.2
E1450,Stephen Boyer,5,Lead,Onsite,56.4,4.39,2.9
E1451,Brian Chen,2,Executive,Remote,46.0,8.17,6.4
E1452,Christopher Hill,4,Executive,Remote,52.9,7.52,17.1
E1453,Richard Smith,3,Executive,Onsite,37.4,7.78,5.6
E1454,Richard Alvarez,2,Lead,Hybrid,56.6,5.26,1.6
E1455,Jacqueline Davis,4,Lead,Remote,35.0,6.33,17.6
E1456,Brandon Montgomery,5,Analyst,Onsite,45.6,5.07,14.2
E1457,Yolanda Garrett,5,Intern,Hybrid,58.7,6.84,11.6
E1458,Matthew Miles,6,Lead,Hybrid,31.1,5.32,4.1
E1459,Beth Hall,2,Intern,Remote,39.2,9.33,11.4
E1460,Dr. Nicole Trujillo,3,Analyst,Hybrid,32.5,8.51,5.9
E1461,Corey Norris,5,Analyst,Remote,47.5,6.79,12.4
E1462,Chad Roach,4,Intern,Onsite,43.0,6.21,10.0
E1463,Mr. Edward Terry,3,Intern,Remote,35.4,5.4,12.9
E1464,Cody Bailey,3,Manager,Onsite,55.3,7.08,12.9
E1465,Denise Guerra,3,Executive,Remote,33.6,6.16,10.9
E1466,Kristen Jones,3,Executive,Hybrid,39.9,5.82,16.3
E1467,Edward Baker,6,Analyst,Remote,51.2,9.99,20.0
E1468,Aaron Little,6,Lead,Onsite,30.3,5.8,16.4
E1469,Cody Smith,4,Intern,Hybrid,52.7,4.07,13.1
E1470,Patty Allen,2,Intern,Remote,36.8,8.49,9.5
E1471,Mary Ryan,5,Lead,Hybrid,52.7,8.34,9.2
E1472,Joseph Jimenez,1,Analyst,Remote,42.9,9.65,8.4
E1473,Lisa Morris,4,Intern,Hybrid,30.9,4.83,17.5
E1474,Ashley Mills,3,Manager,Onsite,54.3,9.01,6.8
E1475,Russell Anderson,4,Intern,Hybrid,52.6,8.58,13.8
E1476,Christina Washington,3,Analyst,Hybrid,30.7,8.71,18.4
E1477,Kenneth Huff,2,Analyst,Hybrid,48.9,7.62,12.2
E1478,Kelly Miles,4,Intern,Remote,58.5,4.38,7.7
E1479,Jacob Obrien,4,Manager,Onsite,47.1,6.71,17.9
E1480,Timothy Clark,1,Executive,Remote,50.2,5.07,16.5
E1481,Steve Miller PhD,5,Intern,Remote,35.6,4.42,19.3
E1482,Justin Hurley,3,Executive,Remote,38.7,7.15,9.1
E1483,Jacob Erickson,3,Lead,Remote,35.2,9.16,8.2
E1484,Deborah Williams,2,Manager,Remote,46.1,6.87,1.4
E1485,Eric Blackburn,2,Executive,Remote,39.3,8.91,13.3
E1486,Anne Hardy,2,Lead,Hybrid,58.2,7.52,10.0
E1487,Chelsey Fox,6,Intern,Onsite,36.1,9.95,8.9
E1488,Mario White,4,Lead,Remote,45.8,9.46,17.6
E1489,Jennifer Garcia,4,Intern,Hybrid,31.2,4.55,12.9
E1490,Heather Ellis,4,Analyst,Hybrid,55.3,8.75,7.8
E1491,Sonya Jackson,2,Intern,Remote,35.4,7.71,8.6
E1492,James Morgan,4,Executive,Hybrid,47.1,6.36,18.9
E1493,Zachary Ramos,2,Executive,Onsite,56.5,7.23,13.3
E1494,Ethan Frey,1,Executive,Onsite,42.3,8.57,2.4
E1495,Jacob Duran,3,Manager,Remote,45.1,8.68,8.2
E1496,Nicholas Franklin,2,Analyst,Remote,45.2,6.77,1.5
E1497,Cindy Cannon,6,Intern,Onsite,40.3,6.4,3.9
E1498,Dawn Nixon,1,Manager,Onsite,33.4,9.5,6.5
E1499,James Barber,6,Intern,Onsite,43.8,4.5,13.1
E1500,Ms. Kelly Holder,6,Intern,Remote,44.1,5.67,3.2
E1501,Eric Walker,1,Lead,Remote,35.3,4.74,14.8
E1502,Alison Short,2,Manager,Hybrid,52.9,8.06,3.1
E1503,Desiree Spencer,3,Executive,Remote,51.4,9.36,10.6
E1504,Tammy Moore,4,Manager,Hybrid,54.3,7.85,14.3
E1505,Henry Taylor,1,Intern,Hybrid,39.2,4.31,0.1
E1506,Kevin Hall,4,Executive,Remote,41.2,5.43,1.8
E1507,Anna Ross,4,Manager,Remote,40.1,5.15,13.4
E1508,Morgan Cummings,2,Manager,Hybrid,35.0,5.0,8.3
E1509,Carrie Petersen,1,Analyst,Onsite,46.9,5.14,4.1
E1510,Laura Velez,5,Intern,Onsite,33.6,5.28,7.1
E1511,Elizabeth Cross,2,Manager,Onsite,49.6,4.07,4.3
E1512,Angela Brown,2,Manager,Hybrid,54.5,7.9,7.4
E1513,Hannah Montoya,1,Executive,Onsite,39.0,7.59,19.7
E1514,Sean Kane,1,Lead,Hybrid,35.1,9.75,12.0
E1515,Matthew Guzman,6,Intern,Hybrid,57.7,8.63,2.7
E1516,Richard Reyes,2,Analyst,Hybrid,44.5,6.01,12.2
E1517,Andrew Fernandez,5,Intern,Onsite,45.3,8.45,10.1
E1518,Jonathan Walker,6,Manager,Remote,30.6,8.55,2.5
E1519,Nicholas Long,2,Intern,Remote,48.6,4.36,7.5
E1520,Kurt Wagner,3,Executive,Remote,41.3,7.85,4.8
E1521,Dylan Foster,6,Lead,Onsite,52.2,5.97,5.6
E1522,Bradley Duncan,6,Manager,Hybrid,53.8,6.49,16.3
E1523,James Miller,1,Executive,Hybrid,39.9,5.45,10.8
E1524,Patricia Anderson,6,Executive,Hybrid,50.9,5.33,17.5
E1525,Justin Freeman,5,Analyst,Remote,43.3,4.04,17.4
E1526,Christina Gilbert,1,Executive,Remote,49.0,4.85,4.1
E1527,Danielle Jones,1,Executive,Hybrid,46.5,8.77,4.1
E1528,Erica Glass,5,Manager,Onsite,51.7,5.87,14.4
E1529,Michael Henderson,2,Intern,Remote,48.2,5.82,11.5
E1530,Frank Wheeler,6,Executive,Onsite,55.9,6.89,19.0
E1531,Eric Huerta,3,Intern,Onsite,35.0,6.65,10.1
E1532,Wanda Ramos,6,Intern,Remote,54.6,8.76,0.4
E1533,Andrew Meyers,4,Intern,Remote,52.8,9.53,11.9
E1534,James Todd,2,Lead,Hybrid,35.3,6.28,6.1
E1535,Ashley Brown,3,Intern,Hybrid,48.2,4.43,2.7
E1536,Tammy Melton,4,Executive,Remote,57.5,4.03,17.2
E1537,Alexis Benson,6,Analyst,Onsite,42.1,6.49,7.9
E1538,Jerry Johnson,6,Analyst,Onsite,44.7,7.85,11.8
E1539,Joshua Harris,4,Manager,Remote,41.5,7.39,3.9
E1540,Deanna Webb,4,Analyst,Hybrid,40.5,8.25,12.7
E1541,Brenda Hale,3,Manager,Hybrid,41.6,6.54,4.9
E1542,Kevin Alvarado,4,Manager,Onsite,48.9,8.06,13.9
E1543,Christopher Campbell,6,Executive,Onsite,48.2,9.67,2.9
E1544,Lisa Brown,2,Lead,Hybrid,58.6,9.05,0.2
E1545,Alejandra Price,1,Intern,Onsite,51.2,9.84,1.6
E1546,Samuel Keller,2,Intern,Remote,54.9,5.52,6.0
E1547,Alicia Dillon,5,Intern,Hybrid,39.2,6.47,17.5
E1548,Crystal James,6,Manager,Remote,49.1,8.66,6.9
E1549,Ariana Stewart,2,Analyst,Hybrid,36.3,8.49,14.0
E1550,Kim Lopez,1,Executive,Onsite,30.0,4.42,13.9
E1551,Judith House,5,Intern,Hybrid,38.7,6.59,3.5
E1552,David Moreno,2,Executive,Remote,44.6,7.02,2.2
E1553,James Moore,5,Executive,Remote,36.0,8.5,16.2
E1554,Harold Garrett,2,Analyst,Onsite,43.2,9.48,2.2
E1555,William Mason,6,Executive,Remote,38.8,6.27,5.5
E1556,Lori Johns,3,Manager,Hybrid,37.0,6.91,15.2
E1557,Robin Johnson,1,Manager,Onsite,52.6,4.04,11.6
E1558,Diana Hernandez,1,Manager,Remote,45.7,4.04,12.1
E1559,Mary Miller,3,Intern,Onsite,52.7,7.63,6.7
E1560,Tyler Salazar,6,Analyst,Onsite,54.5,9.65,13.3
E1561,Crystal Allen,4,Lead,Remote,59.3,9.24,16.1
E1562,Wesley Browning,1,Intern,Hybrid,42.1,9.01,18.5
E1563,Joshua Clark,1,Lead,Remote,56.1,5.68,14.0
E1564,Joshua Mcbride,2,Analyst,Onsite,48.6,7.95,9.5
E1565,Ellen Thornton,4,Executive,Remote,59.6,9.75,16.3
